	Standard Type	Standard Value	Smiles	pChEMBL Value
1075	Ki	19.95	CC1=C(C=C(C=C1)[N+](=O)[O-])NS(=O)(=O)C2=CC(=C(C=C2)OC)N3CCNCC3	
1076	Ki	0.3162	COC1=C(C=C(C=C1)S(=O)(=O)N2CCCC3=C2C=C(C=C3)Br)N4CCNCC4	
1077	Ki	0.631	COC1=C(C=C(C=C1)S(=O)(=O)NC2=CC(=CC(=C2)Cl)Cl)N3CCNCC3	
1078	Ki	1.259	COC1=C(C=C(C=C1)S(=O)(=O)NC2=CC(=CC=C2)Cl)N3CCNCC3	
1079	Ki	1.259	COC1=C(C=C(C=C1)S(=O)(=O)NC2=CC(=CC=C2)Br)N3CCNCC3	
1080	Ki	1.9949999999999999	COC1=C(C=C(C=C1)S(=O)(=O)NC2=C(C(=CC(=C2)Cl)Cl)Cl)N3CCNCC3	
1081	Ki	2.512	COC1=C(C=C(C=C1)S(=O)(=O)NC2=CC(=C(C=C2)Cl)Cl)N3CCNCC3	
1082	Ki	1.9949999999999999	COC1=C(C=C(C=C1)S(=O)(=O)NC2=CC=C(C=C2)I)N3CCNCC3	
1083	Ki	158.48999999999998	COC1=C(C=C(C=C1)S(=O)(=O)NC2=C(C=C(C=C2F)Br)F)N3CCNCC3	
1084	Ki	3.9810000000000003	COC1=C(C=C(C=C1)S(=O)(=O)NC2=C(C(=CC(=C2)Br)Cl)Br)N3CCNCC3	
1085	Ki	3.162	COC1=C(C=C(C=C1)S(=O)(=O)NC2=C(C(=CC(=C2)Cl)Cl)Br)N3CCNCC3	
1086	Ki	1.0	COC1=C(C=C(C=C1)S(=O)(=O)NC2=C(C=CC(=C2)Br)Br)N3CCNCC3	
1087	Ki	0.5012000000000001	COC1=C(C=C(C=C1)S(=O)(=O)NC2=CC(=CC=C2)I)N3CCNCC3	
1088	Ki	0.3162	COC1=C(C=C(C=C1)S(=O)(=O)N2CCC3=C2C=C(C=C3)I)N4CCNCC4	
1090	Ki	31.62	COC1=C(C=C(C=C1)S(=O)(=O)NC2=C(C(=CC(=C2)F)F)Cl)N3CCNCC3	
1091	Ki	2.512	COC1=C(C=C(C=C1)S(=O)(=O)NC2=C(C(=CC(=C2)Br)Br)Cl)N3CCNCC3	
1092	Ki	1.259	COC1=C(C=C(C=C1)Cl)NS(=O)(=O)C2=CC(=C(C=C2)OC)N3CCNCC3	
1093	Ki	3.9810000000000003	COC1=C(C=C(C=C1)C(F)(F)F)NS(=O)(=O)C2=CC(=C(C=C2)OC)N3CCNCC3	
1094	Ki	3.162	COC1=C(C=C(C=C1)S(=O)(=O)N2CCCC3=C2C=CC(=C3)Br)N4CCNCC4	
1149	Ki	7.4	CN(C)CCC1=CN(C2=C1C(=CC=C2)OC)S(=O)(=O)C3=C(C=CC(=C3)OC)OC	
1180	Ki	1.3	CN(C)CCC1=CN(C2=C1C=C(C=C2)OC)S(=O)(=O)C3=C(C=CC(=C3)OC)OC	
1181	Ki	93.0	CN(C)CCC1=CN(C2=C1C=CC=C2OC)S(=O)(=O)C3=CC=C(C=C3)OC	
1191	Ki	183.0	CN(C)CCC1=CN(C2=C1C=CC=C2OC)S(=O)(=O)C3=C(C=CC(=C3)OC)OC	
1199	Ki	45.0	CN(C)CCC1=CN(C2=C1C=CC=C2OC)S(=O)(=O)C3=CC=C(C=C3)Cl	
1200	Ki	9.5	CN(C)CCC1=CN(C2=C1C=CC(=C2)OC)S(=O)(=O)C3=C(C=CC(=C3)OC)OC	
1229	Ki	0.6	C1CC2CC(CCN2C1)C3=CC4=C(C=C3)C=CN4S(=O)(=O)C5=CC=CC6=CC=CC=C65	
1235	Ki	1.7	C1CCN2CCN(CC2C1)C3=CC4=C(C=C3)C=CN4S(=O)(=O)C5=CC=CC6=CC=CC=C65	
1238	Ki	5.7	C1CCN2CCN(CC2C1)C3=CC4=C(C=C3)C=CN4S(=O)(=O)C5=CC=CC=C5	
1252	Ki	3.0	C1CCN2CCN(CC2C1)C3=CC4=C(C=C3)C=CN4S(=O)(=O)C5=CC6=CC=CC=C6C=C5	
1253	Ki	4.7	C1CC2CC(CCN2C1)(C3=CC4=C(C=C3)C=CN4S(=O)(=O)C5=CC=CC6=CC=CC=C65)O	
1254	Ki	3.3	CC1=CC=C(C=C1)S(=O)(=O)N2C=CC3=C2C=C(C=C3)N4CCN5CCCC5C4	
1276	Ki	1.3	C1CC2CC(=CCN2C1)C3=CC4=C(C=C3)C=CN4S(=O)(=O)C5=CC=CC6=CC=CC=C65	
1289	Ki	4.8999999999999995	CC1=CC=C(C=C1)S(=O)(=O)N2C=CC3=C2C=C(C=C3)N4CCN5CCCCC5C4	
1290	Ki	3.6	C1CCN2CCN(CC2C1)C3=CC4=C(C=C3)C=CN4S(=O)(=O)C5=C(C=C(C=C5)F)F	
1337	Ki	14.9	CN(C)CCN1C=CC2=C(C=CC=C21)NS(=O)(=O)C3=CC4=CC=CC=C4C=C3	
1339	Ki	1.9	CN(C)CCN1C=CC2=C1C=CC(=C2)NS(=O)(=O)C3=C(N=C4N3C=CS4)Cl	
1342	Ki	94.2	CN(C)CCN1C=CC2=C1C=CC(=C2)NS(=O)(=O)C3=CC=CC4=CC=CC=C43	
1344	Ki	90.2	CC1=C(SC2=C1C=C(C=C2)Cl)S(=O)(=O)NC3=CC4=C(C=C3)C=CN4CCN(C)C	
1346	Ki	97.3	CCN(CC)CCN1C=CC2=C1C=CC(=C2)NS(=O)(=O)C3=C(N=C4N3C=CS4)Cl	
1348	Ki	0.2	CN(C)CCC1=CNC2=C1C=C(C=C2)NS(=O)(=O)C3=CC4=C(C=C3)C(=CC=C4)Cl	
1356	Ki	74.6	CC1=CC2=C(N1CCN(C)C)C=CC(=C2)NS(=O)(=O)C3=C(N=C4N3C=CS4)Cl	
1358	Ki	18.4	CN(C)C(=O)C(=O)C1=CNC2=C1C=C(C=C2)NS(=O)(=O)C3=C(N=C4N3C=CS4)Cl	
1360	Ki	52.2	C1CCN(C1)CCN2C=CC3=C2C=C(C=C3)NS(=O)(=O)C4=C(N=C5N4C=CS5)Cl	
1363	Ki	224.39999999999998	CCN(CC)C(=O)C(=O)C1=CNC2=C1C=C(C=C2)NS(=O)(=O)C3=C(N=C4N3C=CS4)Cl	
1365	Ki	6.8	CN1CCC(CC1)C2=CNC3=C2C=C(C=C3)NS(=O)(=O)C4=CC=C(C=C4)C5=CC=CC=C5	
1367	Ki	4.0	CC1=C(SC2=C1C=C(C=C2)Cl)S(=O)(=O)NC3=CC4=C(C=C3)NC=C4CCN5CCCC5	
1369	Ki	165.9	CC1=C2C(=CC=C1)COC(=O)N2C3CCN(CC3)S(=O)(=O)C4=CC=CC5=C4N=CC=C5	
1371	Ki	1.0	CCN(CC)CCC1=CNC2=C1C=C(C=C2)NS(=O)(=O)C3=CC=C(C=C3)C4=CC=CC=C4	
1373	Ki	7.2	CCCCN(CCCC)CCC1=CNC2=C1C=C(C=C2)NS(=O)(=O)C3=CC=CC4=CC=CC=C43	
1375	Ki	151.9	C1CN(CCC1N2C3=CC=CC=C3COC2=O)S(=O)(=O)C4=CC=CC5=C4N=CC=C5	
1377	Ki	9.299999999999999	CCN(CC)CCC1=CNC2=C1C=C(C=C2)NS(=O)(=O)C3=CC(=CC(=C3)Cl)Cl	
1379	Ki	125.8	C1CN(CCC1N2C3=CC=CC=C3COC2=O)S(=O)(=O)C4=CSC5=CC=CC=C54	
1381	Ki	140.5	CCN(CC)CCN1C=CC2=C1C=CC(=C2)NS(=O)(=O)C3=CC4=CC=CC=C4C=C3	
1383	Ki	0.8	CN(C)CCC1=CNC2=C1C=C(C=C2)NS(=O)(=O)C3=CC=CC4=CC=CC=C43	
1385	Ki	3.9	CCCN(CCC)CCC1=CNC2=C1C=C(C=C2)NS(=O)(=O)C3=CC4=CC=CC=C4C=C3	
1387	Ki	336.0	CC1=C2C(=CC=C1)COC(=O)N2C3CCN(CC3)S(=O)(=O)C4=CC=CC5=C4C=CC=C5N(C)C	
1389	Ki	117.0	C1COCCN1CCC2=CNC3=C2C=C(C=C3)NS(=O)(=O)C4=NC5=CC=CC=C5C=C4	
1391	Ki	24.299999999999997	CN1CCC(CC1)C2=CNC3=C2C=C(C=C3)NS(=O)(=O)C4=CC=C(S4)Cl	
1392	Ki	0.1	CC1=C(SC2=C1C=C(C=C2)Cl)S(=O)(=O)NC3=CC4=C(C=C3)NC=C4CCN(C)C	
1394	Ki	21.2	CN1CCC(CC1)C2=CNC3=C2C=C(C=C3)NS(=O)(=O)C4=CC=CC5=C4N=CC=C5	
1396	Ki	132.0	C1COCCN1CCC2=CNC3=C2C=C(C=C3)NS(=O)(=O)C4=CC5=CC=CC=C5C=C4	
1398	Ki	9.6	CN1CCC(CC1)C2=CNC3=C2C=C(C=C3)NS(=O)(=O)C4=CC=CC5=C4C=CC=C5Cl	
1400	Ki	5.3	CC1=C(SC2=C1C=C(C=C2)Cl)S(=O)(=O)NC3=CC4=C(C=C3)NC=C4CN(C)C	
1403	Ki	2.2	CN(C)CCC1=CNC2=C1C=C(C=C2)NS(=O)(=O)C3=C(N=C4N3C=CS4)Cl	
1413	Ki	74.5	CN(C)CCN1C=CC2=C1C=C(C=C2)NS(=O)(=O)CCC3=CC=CC4=CC=CC=C43	
1414	Ki	3.3	CCN(CC)CCC1=CNC2=C1C=C(C=C2)NS(=O)(=O)C3=CC=CC4=C3C=CC=C4Cl	
1416	Ki	19.8	CN(C)CCN1C=CC2=C1C=C(C=C2)NS(=O)(=O)C3=CC=CC4=CC=CC=C43	
1418	Ki	194.8	C1CCN(C1)CCN2C=CC3=C2C=C(C=C3)NS(=O)(=O)CCC4=CC=CC5=CC=CC=C54	
1420	Ki	0.3	CCN(CC)CCC1=CNC2=C1C=C(C=C2)NS(=O)(=O)C3=C(C4=C(S3)C=CC(=C4)Cl)C	
1422	Ki	41.2	CN(C)CCN1C=CC2=C1C=C(C=C2)NS(=O)(=O)C3=CC4=CC=CC=C4C=C3	
1424	Ki	246.2	CC1=C2C(=CC=C1)COC(=O)N2C3CCN(CC3)S(=O)(=O)C4=CC=CC5=CC=CC=C54	
1426	Ki	116.2	CCN(CC)CCN1C=CC2=C1C=CC(=C2)NS(=O)(=O)C3=CC=CC4=CC=CC=C43	
1428	Ki	3.5	CCN(CC)CCC1=CNC2=C1C=C(C=C2)NS(=O)(=O)C3=CC=CC4=CC=CC=C43	
1430	Ki	163.5	C1COCCN1CCC2=CNC3=C2C=C(C=C3)NS(=O)(=O)C4=CC=CC5=CC=CC=C54	
1432	Ki	51.7	C1CN(CCC1N2C3=CC=CC=C3COC2=O)S(=O)(=O)C4=CC=CC5=CC=CC=C54	
1434	Ki	1.0	CC1=C(SC2=C1C=C(C=C2)Cl)S(=O)(=O)NC3=CC4=C(C=C3)NC=C4C5CCN(CC5)C	
1436	Ki	4.7	CN1CCC(CC1)C2=CNC3=C2C=C(C=C3)NS(=O)(=O)C4=CC=CC5=CC=CC=C54	
1438	Ki	31.4	C1CCN(CC1)CCN2C=CC3=C2C=CC(=C3)NS(=O)(=O)C4=C(N=C5N4C=CS5)Cl	
1440	Ki	55.199999999999996	CN(C)CCN1C=CC2=C1C=C(C=C2)NS(=O)(=O)C3=C(N=C4N3C=CS4)Cl	
1441	Ki	100.8	C1CCN(C1)CCN2C=CC3=C2C=C(C=C3)NS(=O)(=O)C4=CC5=CC=CC=C5C=C4	
1443	Ki	0.5	CCCN(CCC)CCC1=CNC2=C1C=C(C=C2)NS(=O)(=O)C3=C(C4=C(S3)C=CC(=C4)Cl)C	
1445	Ki	0.4	CN(C)CCC1=CNC2=C1C=C(C=C2)NS(=O)(=O)C3=CC=C(C=C3)C4=CC=CC=C4	
1447	Ki	15.100000000000001	CC1=C(SC2=C1C=C(C=C2)Cl)S(=O)(=O)NC3=CC4=C(C=C3)NC=C4CCN5CCOCC5	
1449	Ki	18.599999999999998	C1CCN(C1)CCN2C=CC3=C2C=C(C=C3)NS(=O)(=O)C4=CC=CC5=CC=CC=C54	
1451	Ki	163.0	CCN(CC)CCCC1=CNC2=C1C=C(C=C2)NS(=O)(=O)C3=CC4=CC=CC=C4C=C3	
1453	Ki	4.3	C1CCN(C1)CCC2=CNC3=C2C=C(C=C3)NS(=O)(=O)C4=CC5=CC=CC=C5C=C4	
1455	Ki	107.39999999999999	CC1=C(SC2=C1C=C(C=C2)Cl)S(=O)(=O)N3CCC(CC3)N4C5=CC=CC=C5COC4=O	
1456	Ki	85.8	CC1=CC2=C(N1CCN(C)C)C=CC(=C2)NS(=O)(=O)C3=CC4=CC=CC=C4C=C3	
1458	Ki	131.3	CC1=C2C(=CC=C1)COC(=O)N2C3CCN(CC3)S(=O)(=O)C4=C(C=CC(=C4)OC)OC	
1460	Ki	4.5	C1CCN(C1)CCC2=CNC3=C2C=C(C=C3)NS(=O)(=O)C4=CC=CC5=CC=CC=C54	
1462	Ki	124.5	CC1=C2C(=CC=C1)COC(=O)N2C3CCN(CC3)S(=O)(=O)C4=CSC5=CC=CC=C54	
1464	Ki	123.60000000000001	CC1=CC2=C(N1CCN(C)C)C=CC(=C2)NS(=O)(=O)C3=CC=CC4=CC=CC=C43	
1466	Ki	9.799999999999999	C1CCN(C1)CCN2C=CC3=C2C=CC(=C3)NS(=O)(=O)C4=C(N=C5N4C=CS5)Cl	
1470	Ki	57.7	CN(C)CCN1C=CC2=C1C=CC(=C2)NS(=O)(=O)C3=CC4=CC=CC=C4C=C3	
1472	Ki	57.7	CC1=CC2=C(C=CC=C2N1CCN(C)C)NS(=O)(=O)C3=C(C4=C(S3)C=CC(=C4)Cl)C	
1474	Ki	64.69999999999999	CN(C)CCN1C=CC2=C(C=CC=C21)NS(=O)(=O)C3=CC=CC4=CC=CC=C43	
1476	Ki	108.8	CC1=C(SC2=C1C=C(C=C2)Cl)S(=O)(=O)NC3=CC4=C(C=C3)C=CN4CCN5CCCC5	
1478	Ki	5.3	CCN(CC)CCC1=CNC2=C1C=C(C=C2)NS(=O)(=O)C3=CC4=CC=CC=C4C=C3	
1600	Ki	1.0	CC(C)C1=CC=C(C=C1)S(=O)(=O)NC2=CC3=C(C=C2)NC=C3C[C@H]4CCCN4	
1601	Ki	1.0	CC1=CC=C(C=C1)S(=O)(=O)NC2=CC3=C(C=C2)NC=C3C[C@H]4CCCN4C	
1604	Ki	9.0	C1C[C@@H](NC1)CC2=CNC3=C2C=C(C=C3)NS(=O)(=O)C4=C(C=C(C=C4)F)Cl	
1605	Ki	35.0	CN1CCC[C@H]1CC2=CNC3=C2C=C(C=C3)NS(=O)(=O)C4=C(C=C(C=C4)F)Cl	
1606	Ki	4.0	C1C[C@@H](NC1)CC2=CNC3=C2C=C(C=C3)NS(=O)(=O)C4=CC=CC=C4	
1609	Ki	131.0	C1C[C@H](NC1)CC2=CNC3=C2C=C(C=C3)NS(=O)(=O)C4=C(C=C(C=C4)F)F	
1610	Ki	1.0	C1C[C@@H](NC1)CC2=CNC3=C2C=C(C=C3)NS(=O)(=O)CC4=CC=CC=C4I	
1615	Ki	8.0	CN1CCC[C@H]1CC2=CNC3=C2C=C(C=C3)NS(=O)(=O)C4=CC=C(C=C4)OC(F)(F)F	
1620	Ki	3.0	CC(C)C1=CC=C(C=C1)S(=O)(=O)NC2=CC3=C(C=C2)NC=C3C[C@@H]4CCCN4C	
1623	Ki	1.0	CN1CCC[C@H]1CC2=CNC3=C2C=C(C=C3)NS(=O)(=O)C4=CC5=CC=CC=C5C=C4	
1626	Ki	7.0	CN1CCC[C@H]1CC2=CNC3=C2C=C(C=C3)NS(=O)(=O)C4=CC(=C(C=C4)Cl)Cl	
1627	Ki	36.0	C1C[C@H](NC1)CC2=CNC3=C2C=C(C=C3)NS(=O)(=O)C4=CC(=CC=C4)Cl	
1628	Ki	57.0	C1C[C@H](NC1)CC2=CNC3=C2C=C(C=C3)NS(=O)(=O)C4=CC=C(C=C4)Br	
1629	Ki	16.0	CN1CCC[C@H]1CC2=CNC3=C2C=C(C=C3)NS(=O)(=O)C4=CC=CC=C4	
1630	Ki	22.0	CN1CCC[C@H]1CC2=CNC3=C2C=C(C=C3)NS(=O)(=O)C4=CC=CC=C4Cl	
1631	Ki	11.0	CN1CCC[C@H]1CC2=CNC3=C2C=C(C=C3)NS(=O)(=O)C4=CC(=CC=C4)Cl	
1632	Ki	12.0	CN1CCC[C@H]1CC2=CNC3=C2C=C(C=C3)NS(=O)(=O)C4=CC=CC(=C4)C(F)(F)F	
1636	Ki	34.0	CN1CCC[C@H]1CC2=CNC3=C2C=C(C=C3)NS(=O)(=O)C4=CC=C(C=C4)OC	
1637	Ki	10.0	CN1CCC[C@H]1CC2=CNC3=C2C=C(C=C3)NS(=O)(=O)C4=CC=C(C=C4)C(F)(F)F	
1640	Ki	1.0	CN1CCC[C@@H]1CC2=CNC3=C2C=C(C=C3)NS(=O)(=O)C4=CC5=CC=CC=C5C=C4	
1641	Ki	1.0	CN1CCC[C@@H]1CC2=CNC3=C2C=C(C=C3)NS(=O)(=O)C4=CC(=C(C=C4)Cl)Cl	
1642	Ki	2.0	C1C[C@@H](NC1)CC2=CNC3=C2C=C(C=C3)NS(=O)(=O)C4=CC(=CC=C4)Cl	
1645	Ki	4.0	C1C[C@@H](NC1)CC2=CNC3=C2C=C(C=C3)NS(=O)(=O)C4=CC=C(C=C4)F	
1646	Ki	3.0	C1C[C@@H](NC1)CC2=CNC3=C2C=C(C=C3)NS(=O)(=O)C4=CC=C(C=C4)Br	
1647	Ki	8.0	C1C[C@@H](NC1)CC2=CNC3=C2C=C(C=C3)NS(=O)(=O)C4=C(C=C(C=C4)F)F	
1650	Ki	0.4	CN1CCC[C@@H]1CC2=CNC3=C2C=C(C=C3)NS(=O)(=O)C4=CC(=CC=C4)Cl	
1653	Ki	1.0	CN1CCC[C@@H]1CC2=CNC3=C2C=C(C=C3)NS(=O)(=O)C4=CC=CC(=C4)C(F)(F)F	
1656	Ki	1.0	CN1CCC[C@@H]1CC2=CNC3=C2C=C(C=C3)NS(=O)(=O)C4=CC=C(C=C4)OC	
1659	Ki	0.4	CN1CCC[C@@H]1CC2=CNC3=C2C=C(C=C3)NS(=O)(=O)C4=CC=C(C=C4)C(F)(F)F	
1662	Ki	1.0	CN1CCC[C@@H]1CC2=CNC3=C2C=C(C=C3)NS(=O)(=O)C4=CC=C(C=C4)OC(F)(F)F	
1665	Ki	1.0	CC(C)C1=CC=C(C=C1)S(=O)(=O)NC2=CC3=C(C=C2)NC=C3C[C@H]4CCCN4C	
1666	Ki	3.0	C1C[C@@H](NC1)CC2=CNC3=C2C=C(C=C3)NS(=O)(=O)C4=CC=CC=C4Cl	
1669	Ki	3.0	C1C[C@@H](NC1)CC2=CNC3=C2C=C(C=C3)NS(=O)(=O)C4=CC=C(C=C4)Cl	
1672	Ki	1.0	CN1CCC[C@@H]1CC2=CNC3=C2C=C(C=C3)NS(=O)(=O)C4=CC=C(C=C4)F	
1675	Ki	1.0	C1C[C@@H](NC1)CC2=CNC3=C2C=C(C=C3)NS(=O)(=O)C4=CC=C(C=C4)I	
1676	Ki	1.0	CN1CCC[C@@H]1CC2=CNC3=C2C=C(C=C3)NS(=O)(=O)C4=CC=CC=C4	
1677	Ki	1.0	CN1CCC[C@@H]1CC2=CNC3=C2C=C(C=C3)NS(=O)(=O)C4=CC=CC=C4Cl	
1680	Ki	2.0	CC1=C(SC2=C1C=C(C=C2)Cl)S(=O)(=O)NC3=CC4=C(C=C3)NC=C4C[C@@H]5CCCN5C	
1683	Ki	3.0	C1C[C@@H](NC1)CC2=CNC3=C2C=C(C=C3)NS(=O)(=O)C4=CC(=C(C=C4)Cl)Cl	
1684	Ki	24.0	CN1CCC[C@H]1CC2=CNC3=C2C=C(C=C3)NS(=O)(=O)C4=C(C=CC(=C4)Cl)OC	
1685	Ki	9.0	CN1CCC[C@H]1CC2=CNC3=C2C=C(C=C3)NS(=O)(=O)C4=CC=C(C=C4)Br	
1688	Ki	4.0	CC1=CC=C(C=C1)S(=O)(=O)NC2=CC3=C(C=C2)NC=C3C[C@H]4CCCN4	
1689	Ki	1.0	CC1=C(C(=NO1)C)S(=O)(=O)NC2=CC3=C(C=C2)NC=C3C[C@H]4CCCN4C	
1692	Ki	4.0	C1C[C@@H](NC1)CC2=CNC3=C2C=C(C=C3)NS(=O)(=O)C4=CC=CC=C4F	
1693	Ki	5.0	CN1CCC[C@H]1CC2=CNC3=C2C=C(C=C3)NS(=O)(=O)C4=CC=CC=C4Br	
1696	Ki	4.0	C1C[C@@H](NC1)CC2=CNC3=C2C=C(C=C3)NS(=O)(=O)C4=CC=CC(=C4)C(F)(F)F	
1699	Ki	1.0	CN1CCC[C@@H]1CC2=CNC3=C2C=C(C=C3)NS(=O)(=O)C4=CC=CC=C4F	
1702	Ki	5.0	C1C[C@@H](NC1)CC2=CNC3=C2C=C(C=C3)NS(=O)(=O)C4=CC=C(C=C4)OC(F)(F)F	
1705	Ki	0.3	CN1CCC[C@@H]1CC2=CNC3=C2C=C(C=C3)NS(=O)(=O)C4=CC=C(C=C4)I	
1747	Ki	6.31	C1=CC=C2C(=C1)C(=CN2S(=O)(=O)C3=CC=C(C=C3)N)CN	
1748	Ki	19.95	CCOC(=O)C1=C(C2=CC=CC=C2N1)CCN	
1749	Ki	1.259	COC1=CC=CC(=C1)C2=NOC(=N2)C3=C(C4=CC=CC=C4N3)CCN	
1750	Ki	39.809999999999995	COC1=CC(=CC(=C1)NS(=O)(=O)C2=CC=C(C=C2)N)N	
1751	Ki	3.162	C1=CC=C(C=C1)S(=O)(=O)N2C=C(C3=CC=CC=C32)CN	
1752	Ki	251.19000000000003	CC[N+](C)(CC)CCC1=CN(C2=C1C=C(C=C2)OC)S(=O)(=O)C3=CC=C(C=C3)NC(=O)C	
1753	Ki	1.0	C1CNCCC1C2=CNC3=C2C=C(C=C3)OS(=O)(=O)C4=C(C=CC=C4F)F	
1754	Ki	630.9599999999999	C1=CC(=CC(=C1)NS(=O)(=O)C2=CC=C(C=C2)N)N	
1755	Ki	0.12589999999999998	CON1CCN(CC1)C2=CC=C(C=C2)S(=O)(=O)C3=CC=CC4=CC=CC=C43	
1756	Ki	1258.93	C1=CC(=CC2=C1C=CN2)NS(=O)(=O)C3=CC=C(C=C3)N	
1757	Ki	0.12589999999999998	C1CN(CCN1)C2=CC=CC3=C2C=C(N3)S(=O)(=O)C4=CC=CC=C4	
1758	Ki	79.43	CC1=C(SC2=C1C=C(C=C2)Cl)S(=O)(=O)NC3=CC4=CC(=CN=C4C=C3)N5CCNCC5	
1759	Ki	63.1	CC1=C(SC2=C1C=C(C=C2)Cl)S(=O)(=O)NC3=C4C=CN(C4=CC=C3)CCN	
1760	Ki	0.1995	C1=CC2=C(C=CC(=C2)S(=O)(=O)NC3=CC4=C(C=C3)NC=C4CCN)C(=C1)Cl	
1761	Ki	31.62	C1CCC2=C(C1)C3=CC=CC=C3N2S(=O)(=O)C4=CC=C(C=C4)N	
1766	Ki	5.012	COC1=CC=CC2=C1N(C=C2CCN)S(=O)(=O)C3=CC4=CC=CC=C4C=C3	
1767	Ki	0.7943	COC1=C(C=C(C=C1)NS(=O)(=O)C2=CC(=CC=C2)I)N3CCNCC3	
1768	Ki	0.7943	COC1=CC2=C(C=C1)N(C=C2CCN)S(=O)(=O)C3=CC=CC4=CC=CC=C43	
1769	Ki	0.1995	C1CN2C=CCC2CN1C3=CC4=C(C=C3)C=CN4S(=O)(=O)C5=CC6=CC=CC=C6C=C5	
1770	Ki	63.1	C1=CC2=C(C=CN2)C(=C1)NS(=O)(=O)C3=CC=C(C=C3)N	
1788	Ki	1000.0	C1CCN(CC1)CCCN2C=CC3=C2C=CC(=C3)NS(=O)(=O)C4=C(N=C5N4C=CS5)Cl	
1887	Ki	6.0	CN(C)CCC1=CN(C2=CC=CC=C21)CC3=CC=CC=C3	
1892	Ki	32.0	CN(C)CCN1C=C(C2=CC=CC=C21)CC3=CC=CC=C3	
1894	Ki	3.0	CNCCC1=CC(C2=CC=CC=C21)CC3=CC=CC=C3	
1895	Ki	100.0	CNCCC1=CC(C2=CC=CC=C21)CCC3=CC=CC=C3	
1896	Ki	12.0	CN(C)CCC1=CN(C2=CC=CC=C21)CCC3=CC=CC=C3	
1897	Ki	2530.0	C1=CC=C2C(=C1)C(=CN2)CC3=CC=C(C=C3)N	
1898	Ki	4200.0	C1CC2=CC=CC=C2C1SC3=CC=C(C=C3)N	
1899	Ki	740.0	C1CC2=CC=CC=C2C1S(=O)(=O)C3=CC=C(C=C3)N	
1900	Ki	6100.0	C1CC2=CC=CC=C2C1CC3=CC=C(C=C3)N	
1901	Ki	57.0	CN(C)CCC1=C/C(=C\C2=CC=CC=C2)/C3=CC=CC=C31	
1902	Ki	640.0	C1=CC=C\2C(=C1)C=C/C2=C\C3=CC=C(C=C3)N	
1903	Ki	50.0	CN(C)CCN1C=C(C2=CC=CC=C21)CC3=CC=C(C=C3)N	
1904	Ki	11800.0	C1C=C(C2=CC=CC=C21)CC3=CC=C(C=C3)N	
1905	Ki	4470.0	C1=CC=C2C(C=CC2=C1)CC3=CC=C(C=C3)N	
1927	Ki	1.2	COC1=CC=CC=C1N2CCNCC2	
1949	Ki	0.9	C1CN(CCN1)C2=CC=C(C3=CC=CC=C32)S(=O)(=O)C4=CC=C(C=C4)N.Cl	
1950	Ki	21.0	CCC1=CC2=CC=CC=C2C(=C1)N3CCNCC3.Cl	
1951	Ki	9.299999999999999	C1CN(CCN1)C2=CC(=CC3=CC=CC=C32)C4=CC=CC=C4.Cl	
1952	Ki	63.0	C1=CC=C2C(=C1)C=CC=C2S(=O)(=O)C3=CC=C(C=C3)NO.Cl	
1953	Ki	57.0	C1CN(CCN1)C2=CC=C(C3=CC=CC=C32)C(=O)C4=CC=CC=C4.C(=O)(C(=O)O)O	
1954	Ki	35.0	C1CN(CCN1)C2=CC=C(C3=CC=CC=C32)CC4=CC=CC=C4.C(=O)(C(=O)O)O	
1955	Ki	3.8	C1CN(CCN1)C2=CC=C(C3=CC=CC=C32)S(=O)(=O)C4=CC=CC=C4.C(=O)(C(=O)O)O	
1957	Ki	34.0	C1=CC=C2C(=C1)C=CC=C2S(=O)(=O)C3=CC=C(C=C3)N	
1958	Ki	54.0	C1CN(CCN1)C2=CC=C(C3=CC=CC=C32)Br.C(=O)(C(=O)O)O	
1959	Ki	190.0	C1CN(CCN1)C2=CC=C(C3=CC=CC=C32)C4=CC=CC=C4.C(=O)(C(=O)O)O	
2023	Ki	98.0	CN1CCC(=CC1)C2=CNC3=CC=CC=C32	
2024	Ki	10.0	CN1CCC(=CC1)C2=CN(C3=CC=CC=C32)CC4=CC=CC=C4	
2027	Ki	12.0	C1CNCCC1C2=CN(C3=CC=CC=C32)S(=O)(=O)C4=CC=CC=C4	
2030	Ki	1.0	C1CNCC=C1C2=CN(C3=C2C=C(C=C3)F)S(=O)(=O)C4=CC=C(C=C4)N	
2033	Ki	7.0	C1CNCC=C1C2=CN(C3=C2C=C(C=C3)Br)S(=O)(=O)C4=CC=C(C=C4)N	
2036	Ki	3.0	C1CNCC=C1C2=CN(C3=C2C=CC(=C3)Cl)S(=O)(=O)C4=CC=C(C=C4)N	
2039	Ki	18.0	COC1=CC=C(C=C1)S(=O)(=O)N2C=C(C3=CC=CC=C32)C4=CCNCC4	
2040	Ki	4.0	C1CNCC=C1C2=CN(C3=C2C=C(C=C3)F)S(=O)(=O)C4=CC=CC5=CC=CC=C54	
2043	Ki	5.0	CN1CCC(=CC1)C2=CN(C3=CC=CC=C32)S(=O)(=O)C4=CC=C(C=C4)F	
2046	Ki	2.0	C1CNCC=C1C2=CN(C3=CC=CC=C32)S(=O)(=O)C4=CC=C(C=C4)N	
